Date_Vente,SKU,Collection,Nom_Produit,Couleur,Taille,Quantité_Vendue,Prix_Unitaire,Remise,Prix_Final,Canal,Paiement,Pays,date_vente,pays_commande
2025-02-13,LIN-119,Ensembles En Lin,Ensemble en Lin,Bleu,L,1,69.99,0,69.99,E-commerce,Mastercard,Belgique,2024-11-15,France
2025-06-04,CHE-99,Chechias,Chechia,Bleu foncé,L,3,9.49,0,9.49,E-commerce,PayPal,Belgique,2022-06-22,Belgique
2025-02-06,QAM-58,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-11-22,France
2024-11-04,QAM-80,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-04-15,Luxembourg
2024-02-21,QAM-87,Qamis,Qamis Classique,Gris,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-12-25,Belgique
2024-06-01,CHE-98,Chechias,Chechia,Bleu foncé,M,3,9.49,0,9.49,E-commerce,Mastercard,Belgique,2022-08-13,Belgique
2023-01-24,SP-131,Sport-Plage,Short cache awra,Noir,L,3,44.99,0,44.99,E-commerce,Apple Pay,Belgique,2023-06-16,France
2025-03-15,CHE-89,Chechias,Chechia,Gris clair,S,2,9.49,0,9.49,E-commerce,Visa,Belgique,2022-04-23,Luxembourg
2024-05-24,QAM-39,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-05-20,Belgique
2024-01-01,QAM-58,Qamis,Qamis Classique,Bleu foncé,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2023-07-13,Belgique
2024-05-25,QAM-4,Qamis,Qamis Classique,Beige,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-01-01,Belgique
2024-11-18,QAM-27,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-03-31,Belgique
2023-08-24,QAM-39,Qamis,Qamis Classique,Chocolat,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2023-10-16,France
2023-08-29,QAM-47,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-11-16,France
2025-03-14,QAM-2,Qamis,Qamis Classique,Beige,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-05-19,France
2024-08-24,CHE-95,Chechias,Chechia,Noir,L,3,9.49,0,9.49,E-commerce,Google Pay,Belgique,2024-04-24,France
2024-03-20,LIN-120,Ensembles En Lin,Ensemble en Lin,Bleu,XL,2,69.99,0,69.99,E-commerce,PayPal,Belgique,2022-09-16,Belgique
2024-10-15,LIN-123,Ensembles En Lin,Ensemble en Lin,Bordeaux,L,2,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2024-06-20,Luxembourg
2025-02-25,QAM-14,Qamis,Qamis Classique,Blanc,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2023-11-21,France
2024-02-18,CHE-96,Chechias,Chechia,Noir,XL,3,9.49,0,9.49,E-commerce,Google Pay,Belgique,2022-01-10,Pays-Bas
2023-06-12,QAM-55,Qamis,Qamis Classique,Bleu ciel,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-09-18,France
2024-08-13,CHE-107,Chechias,Chechia,Gris foncé,L,3,9.49,0,9.49,E-commerce,PayPal,Belgique,2022-06-21,Belgique
2023-06-20,CHE-98,Chechias,Chechia,Bleu foncé,M,3,9.49,0,9.49,E-commerce,Visa,Belgique,2024-06-16,France
2025-03-31,CHE-110,Chechias,Chechia,Gris métallisé,M,2,9.49,0,9.49,E-commerce,Google Pay,Belgique,2022-01-13,Belgique
2023-08-23,QAM-23,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-11-17,France
2023-09-07,QAM-23,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-11-25,Belgique
2023-03-09,QAM-46,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-02-24,Belgique
2025-02-25,LIN-118,Ensembles En Lin,Ensemble en Lin,Bleu,M,1,69.99,0,69.99,E-commerce,Visa,Belgique,2024-02-16,Luxembourg
2023-09-27,LIN-127,Ensembles En Lin,Ensemble en Lin,Beige,L,3,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2024-06-29,Belgique
2023-11-06,QAM-37,Qamis,Qamis Classique,Chocolat,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2022-11-14,Luxembourg
2023-02-24,QAM-1,Qamis,Qamis Classique,Beige,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-08-24,Belgique
2023-06-10,QAM-22,Qamis,Qamis Classique,Blanc,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-11-30,France
2025-01-16,QAM-34,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-01-11,France
2023-02-27,QAM-53,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-08-11,France
2024-04-22,QAM-86,Qamis,Qamis Classique,Gris,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2023-05-28,Belgique
2024-08-25,QAM-55,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-07-06,Belgique
2023-12-29,QAM-18,Qamis,Qamis Classique,Blanc,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-05-22,Belgique
2025-04-22,CHE-102,Chechias,Chechia,Chocolat,M,3,9.49,0,9.49,E-commerce,Visa,Belgique,2022-09-27,Belgique
2025-04-14,QAM-66,Qamis,Qamis Classique,Bleu foncé,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-03-08,France
2024-08-29,QAM-63,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-12-26,Pays-Bas
2023-08-20,SP-131,Sport-Plage,Short cache awra,Noir,L,1,44.99,0,44.99,E-commerce,Apple Pay,Belgique,2022-01-05,Luxembourg
2025-01-15,QAM-30,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-04-30,France
2024-07-07,SP-130,Sport-Plage,Short cache awra,Noir,M,2,44.99,0,44.99,E-commerce,PayPal,Belgique,2022-03-19,France
2025-03-18,SP-136,Sport-Plage,T-shirt technique,Noir,XL,1,24.99,0,24.99,E-commerce,Apple Pay,Belgique,2023-07-28,France
2023-01-29,CHE-89,Chechias,Chechia,Gris clair,S,3,9.49,0,9.49,E-commerce,PayPal,Belgique,2022-05-12,Belgique
2023-03-21,QAM-32,Qamis,Qamis Classique,Noir,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-08-24,Pays-Bas
2023-10-13,QAM-81,Qamis,Qamis Classique,Gris,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-12-01,France
2024-08-30,QAM-23,Qamis,Qamis Classique,Noir,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-03-30,France
2024-05-19,QAM-80,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-02-06,Belgique
2025-01-11,CHE-101,Chechias,Chechia,Chocolat,S,3,9.49,0,9.49,E-commerce,Google Pay,Belgique,2022-10-23,Belgique
2023-11-25,QAM-63,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-09-08,France
2024-08-01,QAM-35,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-03-10,Luxembourg
2025-03-29,QAM-85,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-02-26,France
2025-04-03,CHE-96,Chechias,Chechia,Noir,XL,1,9.49,0,9.49,E-commerce,Mastercard,Belgique,2024-11-12,Belgique
2023-04-02,SP-130,Sport-Plage,Short cache awra,Noir,M,3,44.99,0,44.99,E-commerce,Apple Pay,Belgique,2023-07-29,Pays-Bas
2025-05-15,QAM-82,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-05-23,Belgique
2024-06-14,QAM-77,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-09-19,Belgique
2025-02-20,QAM-63,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-10-27,Belgique
2023-07-11,SP-131,Sport-Plage,Short cache awra,Noir,L,3,44.99,0,44.99,E-commerce,Apple Pay,Belgique,2022-05-25,France
2023-02-23,CHE-103,Chechias,Chechia,Chocolat,L,1,9.49,0,9.49,E-commerce,Google Pay,Belgique,2024-10-03,Pays-Bas
2023-08-05,CHE-93,Chechias,Chechia,Noir,S,2,9.49,0,9.49,E-commerce,Visa,Belgique,2023-05-18,Belgique
2023-01-08,QAM-88,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-03-31,Luxembourg
2023-04-19,QAM-28,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-04-14,Belgique
2024-04-19,LIN-123,Ensembles En Lin,Ensemble en Lin,Bordeaux,L,2,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2024-11-28,Pays-Bas
2023-10-04,QAM-72,Qamis,Qamis Classique,Kaki,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-07-17,France
2023-05-01,QAM-57,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-08-02,Luxembourg
2023-11-19,QAM-23,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-01-26,Belgique
2025-05-13,QAM-54,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-07-08,Pays-Bas
2023-05-21,QAM-20,Qamis,Qamis Classique,Blanc,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-11-04,France
2023-12-26,CHE-99,Chechias,Chechia,Bleu foncé,L,1,9.49,0,9.49,E-commerce,Mastercard,Belgique,2023-04-23,Belgique
2024-01-22,QAM-65,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-07-11,Luxembourg
2023-10-09,QAM-80,Qamis,Qamis Classique,Gris,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-02-24,Belgique
2024-02-06,QAM-56,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-06-06,Luxembourg
2024-11-05,QAM-74,Qamis,Qamis Classique,Kaki,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-07-04,Belgique
2025-02-02,QAM-39,Qamis,Qamis Classique,Chocolat,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-10-17,France
2025-02-27,LIN-119,Ensembles En Lin,Ensemble en Lin,Bleu,L,1,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2024-09-23,France
2023-10-12,LIN-117,Ensembles En Lin,Ensemble en Lin,Bleu,S,2,69.99,0,69.99,E-commerce,Visa,Belgique,2024-08-08,Belgique
2024-10-09,QAM-63,Qamis,Qamis Classique,Bleu foncé,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-10-16,Belgique
2023-05-27,QAM-29,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-07-15,Belgique
2024-05-14,QAM-30,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-08-21,France
2024-11-28,QAM-17,Qamis,Qamis Classique,Blanc,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-06-01,Belgique
2023-05-25,CHE-99,Chechias,Chechia,Bleu foncé,L,2,9.49,0,9.49,E-commerce,Google Pay,Belgique,2024-05-14,France
2023-09-07,QAM-30,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-03-16,Belgique
2024-11-10,CHE-99,Chechias,Chechia,Bleu foncé,L,2,9.49,0,9.49,E-commerce,Visa,Belgique,2024-03-25,Belgique
2024-09-25,QAM-25,Qamis,Qamis Classique,Noir,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-08-16,France
2024-01-02,QAM-23,Qamis,Qamis Classique,Noir,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-08-04,Belgique
2024-11-14,QAM-53,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2024-08-05,Pays-Bas
2023-04-04,QAM-62,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-01-15,Luxembourg
2024-10-26,CHE-110,Chechias,Chechia,Gris métallisé,M,3,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2022-02-16,France
2024-09-06,QAM-21,Qamis,Qamis Classique,Blanc,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-11-20,France
2023-03-20,QAM-45,Qamis,Qamis Classique,Bleu ciel,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-04-23,Luxembourg
2023-08-22,LIN-117,Ensembles En Lin,Ensemble en Lin,Bleu,S,1,69.99,0,69.99,E-commerce,Mastercard,Belgique,2022-05-10,Belgique
2023-10-17,SP-130,Sport-Plage,Short cache awra,Noir,M,2,44.99,0,44.99,E-commerce,PayPal,Belgique,2022-04-05,Belgique
2025-01-17,QAM-13,Qamis,Qamis Classique,Blanc,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2023-09-19,Belgique
2023-12-13,QAM-66,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2024-01-25,France
2024-11-21,QAM-59,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2024-03-04,Belgique
2024-06-08,CHE-99,Chechias,Chechia,Bleu foncé,L,3,9.49,0,9.49,E-commerce,Mastercard,Belgique,2022-03-10,France
2024-06-24,QAM-83,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-01-11,Pays-Bas
2024-01-27,QAM-47,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2024-05-21,Luxembourg
2024-08-09,QAM-59,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-07-04,France
2023-07-07,QAM-17,Qamis,Qamis Classique,Blanc,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-12-13,Belgique
2024-10-19,CHE-92,Chechias,Chechia,Gris clair,XL,3,9.49,0,9.49,E-commerce,Google Pay,Belgique,2022-01-23,Luxembourg
2025-05-13,QAM-28,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-03-25,France
2024-05-23,QAM-35,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-12-12,Belgique
2025-01-30,QAM-17,Qamis,Qamis Classique,Blanc,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-10-29,Belgique
2024-03-23,LIN-125,Ensembles En Lin,Ensemble en Lin,Beige,S,3,69.99,0,69.99,E-commerce,Visa,Belgique,2022-12-29,Pays-Bas
2023-05-18,QAM-24,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-01-31,France
2025-04-19,QAM-53,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2022-08-06,Luxembourg
2024-02-12,QAM-10,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-05-21,Luxembourg
2023-09-30,CHE-102,Chechias,Chechia,Chocolat,M,2,9.49,0,9.49,E-commerce,PayPal,Belgique,2024-08-15,France
2023-04-22,QAM-62,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-09-11,France
2025-01-06,QAM-67,Qamis,Qamis Classique,Kaki,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2024-09-19,Belgique
2024-08-05,QAM-74,Qamis,Qamis Classique,Kaki,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-04-07,Belgique
2023-01-21,LIN-117,Ensembles En Lin,Ensemble en Lin,Bleu,S,2,69.99,0,69.99,E-commerce,Apple Pay,Belgique,2023-11-14,Belgique
2023-01-13,LIN-120,Ensembles En Lin,Ensemble en Lin,Bleu,XL,3,69.99,0,69.99,E-commerce,Visa,Belgique,2024-09-30,France
2023-07-27,QAM-82,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-12-22,France
2023-09-03,QAM-71,Qamis,Qamis Classique,Kaki,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-10-04,Luxembourg
2024-04-28,QAM-33,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-06-06,Belgique
2024-09-08,QAM-32,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2022-05-07,France
2025-06-07,LIN-128,Ensembles En Lin,Ensemble en Lin,Beige,XL,1,69.99,0,69.99,E-commerce,Mastercard,Belgique,2024-10-05,France
2025-05-17,LIN-128,Ensembles En Lin,Ensemble en Lin,Beige,XL,3,69.99,0,69.99,E-commerce,PayPal,Belgique,2023-08-27,France
2023-05-18,CHE-112,Chechias,Chechia,Gris métallisé,XL,1,9.49,0,9.49,E-commerce,PayPal,Belgique,2024-10-10,France
2025-02-14,QAM-38,Qamis,Qamis Classique,Chocolat,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2022-02-20,Belgique
2025-01-20,LIN-123,Ensembles En Lin,Ensemble en Lin,Bordeaux,L,1,69.99,0,69.99,E-commerce,Visa,Belgique,2024-11-18,France
2025-03-08,CHE-103,Chechias,Chechia,Chocolat,L,1,9.49,0,9.49,E-commerce,Visa,Belgique,2024-02-18,Belgique
2024-08-07,CHE-100,Chechias,Chechia,Bleu foncé,XL,1,9.49,0,9.49,E-commerce,Visa,Belgique,2024-03-24,Belgique
2024-08-12,QAM-57,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-02-24,France
2024-04-19,QAM-25,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-09-09,France
2024-07-08,QAM-4,Qamis,Qamis Classique,Beige,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-04-04,Pays-Bas
2024-03-29,QAM-22,Qamis,Qamis Classique,Blanc,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-10-21,France
2023-05-04,QAM-4,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2023-07-21,France
2023-12-25,SP-130,Sport-Plage,Short cache awra,Noir,M,3,44.99,0,44.99,E-commerce,Google Pay,Belgique,2023-01-06,France
2025-04-21,CHE-107,Chechias,Chechia,Gris foncé,L,3,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2024-07-24,France
2024-04-25,LIN-123,Ensembles En Lin,Ensemble en Lin,Bordeaux,L,1,69.99,0,69.99,E-commerce,Visa,Belgique,2023-10-23,Belgique
2024-07-16,QAM-84,Qamis,Qamis Classique,Gris,Unknown,3,39.99,0,39.99,E-commerce,Mastercard,Belgique,2024-08-26,Belgique
2024-09-26,QAM-78,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-07-21,Belgique
2023-04-06,QAM-32,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-11-09,France
2024-11-19,QAM-75,Qamis,Qamis Classique,Kaki,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-04-27,Belgique
2023-06-12,QAM-55,Qamis,Qamis Classique,Bleu ciel,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-07-25,Belgique
2023-06-17,QAM-53,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-07-29,Belgique
2024-09-18,QAM-10,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2022-09-01,Pays-Bas
2023-01-26,CHE-90,Chechias,Chechia,Gris clair,M,3,9.49,0,9.49,E-commerce,Mastercard,Belgique,2023-06-21,Belgique
2023-04-19,CHE-89,Chechias,Chechia,Gris clair,S,3,9.49,0,9.49,E-commerce,Google Pay,Belgique,2022-03-16,France
2024-06-23,CHE-108,Chechias,Chechia,Gris foncé,XL,3,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2023-01-21,Belgique
2023-07-16,QAM-17,Qamis,Qamis Classique,Blanc,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-04-20,France
2024-11-19,QAM-25,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-02-22,Belgique
2024-08-14,LIN-121,Ensembles En Lin,Ensemble en Lin,Bordeaux,S,1,69.99,0,69.99,E-commerce,Visa,Belgique,2022-12-13,Belgique
2023-06-15,QAM-60,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Google Pay,Belgique,2023-10-02,France
2023-10-15,QAM-24,Qamis,Qamis Classique,Noir,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2024-07-27,Belgique
2024-12-19,QAM-38,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-08-12,Belgique
2024-10-30,QAM-41,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2024-05-25,Belgique
2024-10-01,QAM-65,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-02-02,Belgique
2024-09-12,QAM-86,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Mastercard,Belgique,2023-10-26,Belgique
2023-05-07,QAM-43,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-01-25,Belgique
2024-07-25,CHE-89,Chechias,Chechia,Gris clair,S,1,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2023-12-11,Luxembourg
2024-09-03,QAM-35,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-06-26,France
2023-08-20,QAM-42,Qamis,Qamis Classique,Chocolat,Unknown,3,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2022-10-12,France
2024-05-31,CHE-92,Chechias,Chechia,Gris clair,XL,3,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2022-03-04,Belgique
2025-01-04,CHE-95,Chechias,Chechia,Noir,L,2,9.49,0,9.49,E-commerce,PayPal,Belgique,2024-09-29,Pays-Bas
2025-02-03,QAM-88,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-10-24,Belgique
2024-07-19,QAM-27,Qamis,Qamis Classique,Noir,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-10-28,Belgique
2024-12-22,QAM-17,Qamis,Qamis Classique,Blanc,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-06-05,France
2024-10-01,CHE-101,Chechias,Chechia,Chocolat,S,2,9.49,0,9.49,E-commerce,Visa,Belgique,2024-12-08,Belgique
2024-05-06,QAM-19,Qamis,Qamis Classique,Blanc,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-08-24,Belgique
2024-05-06,LIN-115,Ensembles En Lin,Ensemble en Lin,Noir,L,1,69.99,0,69.99,E-commerce,PayPal,Belgique,2024-04-28,France
2023-02-06,QAM-62,Qamis,Qamis Classique,Bleu foncé,Unknown,2,39.99,0,39.99,E-commerce,Apple Pay,Belgique,2023-11-20,Luxembourg
2024-04-20,QAM-22,Qamis,Qamis Classique,Blanc,Unknown,2,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-05-28,France
2024-06-29,QAM-85,Qamis,Qamis Classique,Gris,Unknown,2,39.99,0,39.99,E-commerce,Visa,Belgique,2022-12-08,France
2025-02-19,QAM-7,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2023-04-21,Pays-Bas
2024-07-22,QAM-25,Qamis,Qamis Classique,Noir,Unknown,3,39.99,0,39.99,E-commerce,Visa,Belgique,2024-12-22,Belgique
2024-12-13,CHE-93,Chechias,Chechia,Noir,S,3,9.49,0,9.49,E-commerce,Visa,Belgique,2023-07-15,Belgique
2023-05-20,QAM-57,Qamis,Qamis Classique,Bleu foncé,Unknown,3,39.99,0,39.99,E-commerce,PayPal,Belgique,2022-11-23,Belgique
2023-06-08,CHE-110,Chechias,Chechia,Gris métallisé,M,3,9.49,0,9.49,E-commerce,PayPal,Belgique,2024-09-16,Belgique
2024-07-31,QAM-45,Qamis,Qamis Classique,Bleu ciel,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2022-08-03,Belgique
2023-07-26,QAM-79,Qamis,Qamis Classique,Gris,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-03-11,Pays-Bas
2025-06-01,QAM-6,Qamis,Qamis Classique,Beige,Unknown,1,39.99,0,39.99,E-commerce,Google Pay,Belgique,2024-08-09,France
2024-06-27,QAM-41,Qamis,Qamis Classique,Chocolat,Unknown,1,39.99,0,39.99,E-commerce,Visa,Belgique,2023-12-24,France
2023-09-01,LIN-115,Ensembles En Lin,Ensemble en Lin,Noir,L,2,69.99,0,69.99,E-commerce,Mastercard,Belgique,2022-02-01,Belgique
2023-07-21,SP-135,Sport-Plage,T-shirt technique,Noir,L,1,24.99,0,24.99,E-commerce,Visa,Belgique,2023-11-01,Luxembourg
2023-10-04,CHE-96,Chechias,Chechia,Noir,XL,2,9.49,0,9.49,E-commerce,PayPal,Belgique,2022-10-12,Pays-Bas
2023-12-03,QAM-57,Qamis,Qamis Classique,Bleu foncé,Unknown,1,39.99,0,39.99,E-commerce,PayPal,Belgique,2023-03-05,Luxembourg
2025-06-10,CHE-109,Chechias,Chechia,Gris métallisé,S,1,9.49,0,9.49,E-commerce,Apple Pay,Belgique,2022-10-13,Belgique
2025-06-02,CHE-105,Chechias,Chechia,Gris foncé,S,2,9.49,0,9.49,E-commerce,Google Pay,Belgique,2024-11-08,France
